text,generated
"Deep generative models, including Generative Adversarial Networks (GANs) and Variational Autoencoders (VAEs), have seen impressive success and are often studied independently as distinct paradigms. This paper aims to connect GANs and VAEs through a new formulation, interpreting sample generation in GANs as posterior inference. It reveals that GANs and VAEs minimize KL divergences of their respective posterior and inference distributions in opposite directions, extending the two learning phases of the classic wake-sleep algorithm. This unified view helps analyze various existing model variants and transfer techniques across research lines effectively. For instance, the importance weighting method from VAE literature is applied to improve GAN learning, and VAEs are enhanced with an adversarial mechanism using generated samples. Experiments demonstrate the generality and effectiveness of these transferred techniques.",1
"We address the challenge of detecting out-of-distribution images in neural networks and present ODIN, a straightforward and powerful method that doesn’t require altering a pre-trained network. ODIN leverages temperature scaling and tiny input perturbations to distinguish between in-distribution and out-of-distribution images based on their softmax scores. Through various experiments, we demonstrate that ODIN works well with different network architectures and datasets, consistently outperforming standard methods by a significant margin. Notably, ODIN reduces the false positive rate from 34.7% to 4.3% on DenseNet when tested with the CIFAR-10 dataset, while maintaining a 95% true positive rate.",1
"We introduce a fresh approach for unsupervised learning of representations inspired by the infomax principle, tailored for large-scale neural networks. By leveraging an asymptotic approximation of Shannon's mutual information in extensive neural populations, we show that a promising initial estimate of the global information-theoretic optimum is achievable through a hierarchical infomax strategy. Building on this initial solution, we propose an effective gradient descent algorithm to derive representations from input datasets. This method is versatile, working with complete, overcomplete, and undercomplete bases. Our numerical experiments confirm the robustness and high efficiency of this approach in identifying key features from input datasets. Compared to existing methods, our algorithm stands out for its faster training speed and enhanced robustness in unsupervised representation learning. Additionally, this method can be seamlessly extended to both supervised and unsupervised models for training deep structural networks.",1
"Recurrent Neural Networks (RNNs) have consistently demonstrated exceptional performance in sequence modeling tasks. Nonetheless, training RNNs on extended sequences frequently encounters challenges such as slow inference, vanishing gradients, and difficulties in capturing long-term dependencies. These issues are closely tied to the expansive, sequential computational graph that arises from unfolding the RNN over time during backpropagation through time settings. We present the Skip RNN model, an enhancement of existing RNN models that learns to skip state updates, thereby reducing the effective size of the computational graph. Additionally, the model can be incentivized to perform fewer state updates through the implementation of a budget constraint. We evaluate the proposed model across various tasks, illustrating its capability to decrease the number of necessary RNN updates while maintaining, and in some cases enhancing, the performance of baseline RNN models. The source code is publicly accessible at https://imatge-upc.github.io/skiprnn-2017-telecombcn/.",1
"Restart techniques are commonly employed in gradient-free optimization to address multimodal functions. In gradient-based optimization, partial warm restarts have been gaining traction to enhance convergence rates within accelerated gradient schemes, specifically for ill-conditioned functions. In this paper, we introduce a straightforward warm restart technique for stochastic gradient descent aimed at improving its performance during deep neural network training. We conduct an empirical evaluation on the CIFAR-10 and CIFAR-100 datasets, achieving new state-of-the-art results of 3.14% and 16.21%, respectively. Additionally, we highlight the technique's efficacy on a dataset of EEG recordings and a downsampled version of the ImageNet dataset. Our source code is accessible at https://github.com/loshchil/SGDR.",1
"Policy gradient methods have been highly successful in addressing difficult reinforcement learning problems. Nevertheless, they frequently encounter large variance issues in policy gradient estimation, resulting in poor sample efficiency during training. In this work, we introduce a control variate method to effectively reduce variance in policy gradient methods. Inspired by Stein's identity, our method enhances previous control variate techniques used in REINFORCE and advantage actor-critic by incorporating more general action-dependent baseline functions. Empirical studies demonstrate that our method substantially enhances the sample efficiency of leading policy gradient approaches.",1
"The introduction of skip connections has revolutionized the training of very deep neural networks, making it feasible and leading to their widespread adoption in various neural network architectures. Despite their success, a comprehensive explanation for why skip connections are so effective has remained unclear. In this work, we offer a new perspective on the benefits of skip connections when training deep networks.

One major challenge in training deep networks is the presence of singularities arising due to the model's non-identifiability. Previous research has identified several types of such singularities: 

1. Overlap singularities, which result from the nodes' permutation symmetry within a layer.
2. Elimination singularities, which occur when nodes are consistently deactivated.
3. Singularities caused by the linear dependence among nodes.

These singularities introduce degenerate manifolds in the loss landscape, impeding the learning process. We propose that skip connections mitigate these singularities by disrupting the permutation symmetry of nodes, reducing the likelihood of node elimination, and decreasing linear dependence among nodes. Additionally, typical initializations of networks with skip connections help to avoid these problematic singularities and reshape the loss landscape, thereby easing the learning slowdown.

Our hypotheses are supported by evidence from both simplified models and experiments on deep networks trained with real-world datasets, demonstrating the efficacy of skip connections in overcoming these training difficulties.",1
"As part of the ICLR 2018 Reproducibility Challenge, we set out to replicate the findings from the paper ""Natural Language Inference over Interaction Space,"" which was submitted to the ICLR 2018 conference. At first, we didn't realize that the code for the paper was available, so we ambitiously began crafting the network from the ground up. After some intense effort, we evaluated our handmade version of the model on the Stanford NLI dataset and achieved a respectable 86.38% accuracy on the test set. The original paper boasts an 88.0% accuracy, and we believe the gap stems from variations in optimizers and model selection techniques.",1
"We have successfully implemented the ""Learn to Pay Attention"" model for attention mechanisms in convolutional neural networks, replicating the original paper's results in both image classification and fine-grained recognition categories.",1
"Crafting universal distributed representations of sentences is a cornerstone of natural language processing. We've developed an innovative method to generate these representations by encoding the suffixes of word sequences within sentences, and we fine-tuned this technique using the Stanford Natural Language Inference (SNLI) dataset. Our approach has proven its strength, outperforming current methods across various transfer tasks when assessed with the SentEval benchmark.",1
"In various neural network models, enhancing representations is achieved by incorporating new features formed as polynomial functions of the existing ones. Taking the natural language inference task as an illustrative case, we explore the impact of employing scaled polynomial features of degree 2 and higher for matching purposes. Our findings indicate that scaling features of degree 2 significantly boosts performance, resulting in a 5% reduction in classification error in the top-performing models.",1
"We present a generalization bound for feedforward neural networks based on the product of the layers' spectral norms and the weights' Frobenius norms, derived using PAC-Bayes analysis.",1
"In this work, we explore Batch Normalization and introduce a new probabilistic interpretation. We develop a probabilistic model showing that Batch Normalization maximizes the lower bound of its marginalized log-likelihood. Using this model, we design an algorithm that remains consistent during training and testing, but suffers from computational inefficiency in inference. To address this, we propose Stochastic Batch Normalization, an efficient approximation that reduces memory and computational costs while offering scalable uncertainty estimation. Our experiments on popular architectures, including VGG-like and ResNets, demonstrate the effectiveness of Stochastic Batch Normalization on MNIST and CIFAR-10 datasets.",1
"Many people think that deep convolutional networks are successful because they gradually filter out unimportant variations in the input data. This idea is backed by how hard it is to reconstruct images from their hidden layers in most common network setups. In this paper, we show that losing information isn't actually necessary to create representations that work well for complex tasks like ImageNet. We introduce the i-RevNet, a network built from a series of homeomorphic layers, which can be fully reversed up to the final class projection, meaning no information is lost. Building an invertible network is challenging partly because local inversion is tricky, but we solve this by providing an explicit inverse. Our analysis of i-RevNet's learned representations suggests that the success of deep networks could be due to a progressive tightening and linear separation with depth. To better understand the model learned by i-RevNet, we also reconstruct linear interpolations between natural image representations.",1
"Deep latent variable models serve as robust instruments for representation learning. In this paper, we adopt the deep information bottleneck model, identify its limitations, and propose an enhanced model that addresses these deficiencies. We incorporate a copula transformation to restore the invariance properties of the information bottleneck method, which facilitates the disentanglement of features in the latent space. Consequently, this transformation fosters sparsity within the latent space of the new model. We rigorously evaluate our approach using both synthetic and real-world datasets.",1
"We present an enhanced variant of the MAC model (Hudson and Manning, ICLR 2018) featuring a streamlined set of equations that maintains comparable accuracy and offers accelerated training times. Both models are evaluated on the CLEVR and CoGenT datasets, demonstrating that transfer learning with fine-tuning yields a 15-point increase in accuracy, thereby achieving state-of-the-art performance. Conversely, we also illustrate that inadequate fine-tuning can significantly diminish a model's accuracy.",1
"Adaptive Computation Time for Recurrent Neural Networks (ACT) stands out as one of the most groundbreaking architectures for variable computation. What makes ACT remarkable is its ability to adapt to the input sequence by examining each sample multiple times and learning the optimal number of iterations. This paper introduces a comparative study between ACT and Repeat-RNN, a novel architecture designed to repeat each sample a fixed number of times. The findings are astonishing, revealing that Repeat-RNN performs just as well as ACT across the selected tasks. You can explore the source code for both TensorFlow and PyTorch at https://imatge-upc.github.io/danifojo-2018-repeatrnn/.",1
"Generative adversarial networks (GANs) have the capability to model the complex, high-dimensional distributions of real-world data, indicating their potential effectiveness for anomaly detection. Despite this, there has been limited research on using GANs specifically for anomaly detection tasks. In our work, we utilize newly developed GAN models for anomaly detection and achieve state-of-the-art performance on both image and network intrusion datasets. Additionally, our method is several hundred times faster at test time compared to the only other published GAN-based approach.",1
"The Natural Language Inference (NLI) task involves determining the logical relationship between a natural language premise and hypothesis. We introduce the Interactive Inference Network (IIN), a new type of neural network that hierarchically extracts semantic features from interactions for high-level sentence pair understanding. We demonstrate that interaction tensors (attention weights) contain crucial semantic information for solving NLI, and denser tensors provide richer information. One such architecture, the Densely Interactive Inference Network (DIIN), achieves state-of-the-art performance on large-scale NLI corpora. Notably, DIIN reduces error by over 20% on the challenging Multi-Genre NLI (MultiNLI) dataset compared to the previous best system.",1
"Deploying neural networks in real-world, safety-critical systems is significantly hindered by adversarial examples—inputs that are subtly altered to cause the network to misclassify them. In recent years, numerous techniques have been proposed to enhance robustness against these adversarial examples. However, many of these methods quickly prove vulnerable to subsequent attacks. For instance, more than half of the defenses introduced in papers accepted at ICLR 2018 have already been compromised. To tackle this challenge, we propose using formal verification techniques. Our approach involves constructing provably minimally distorted adversarial examples: for any given neural network and input sample, we can generate adversarial examples with the least possible distortion. Utilizing this method, we demonstrate that a recent defense proposal from ICLR, known as adversarial retraining, effectively increases the distortion needed to produce adversarial examples by a factor of 4.2.",1
"Deep neural networks (DNNs) excel at predicting outcomes by learning intricate, non-linear relationships among variables. However, their complex nature makes these relationships hard to visualize, earning DNNs the label of ""black boxes"" and limiting their use. To address this issue, we present a method called agglomerative contextual decomposition (ACD) for explaining DNN predictions through hierarchical interpretations. ACD produces a hierarchical clustering of input features for a given DNN prediction, showing the contribution of each cluster to the final outcome. This hierarchy is designed to highlight feature clusters that the DNN identified as predictive. Through examples from the Stanford Sentiment Treebank and ImageNet, we demonstrate that ACD successfully diagnoses incorrect predictions and detects dataset biases. Human experiments show that ACD helps users discern the more accurate of two DNNs and increases trust in a DNN's outputs. Additionally, ACD's hierarchies are generally resistant to adversarial perturbations, suggesting they capture essential input characteristics while ignoring irrelevant noise.",1
"Imagine if you could wave a magic wand and transform the sound of a piano into a violin, all while keeping the same melody, rhythm, and volume. That's exactly what we're diving into with our work on musical timbre transfer. Instead of just changing the appearance of a photo using style transfer, we're shifting the ""color"" of sounds between different instruments.

Introducing TimbreTron: a groundbreaking method that takes the concept of style transfer from the visual world and brings it to music. By using a time-frequency representation of an audio signal, TimbreTron allows us to manipulate the timbre, or unique quality of sound, of an instrument. The real magic happens when TimbreTron teams up with a conditional WaveNet synthesizer to produce high-quality waveforms, ensuring the transformed sound is crisp and clear.

We've discovered that the Constant Q Transform (CQT) is the secret ingredient, making the system exceptionally good at handling pitch variations — crucial for both single-note and full-chord music samples. Through extensive human testing, we've found that TimbreTron effectively swaps the timbre while keeping everything else intact. Whether it's a solo or a symphony, TimbreTron manages to keep the soul of the music alive.",1
"We delve into the realm of word-level language modeling and explore the potential of merging short-term representations based on hidden states with medium-term representations embedded in the dynamic weights of a language model. Our research builds on recent experiments with language models that have adaptable weights, transforming the language modeling challenge into an online learning-to-learn framework. In this framework, a meta-learner is trained through gradient descent to perpetually refine the weights of the language model.",1
"GANs are strong generative models that can understand the structure of natural images. We use this ability for manifold regularization by estimating the Laplacian norm using a simple Monte Carlo method with the GAN. By adding this to the feature-matching GAN from Improved GAN, we get state-of-the-art results for GAN-based semi-supervised learning on the CIFAR-10 dataset, with a much easier method than other competing techniques.",1
"We uncover a fascinating class of over-parameterized deep neural networks that utilize standard activation functions and the cross-entropy loss. Remarkably, these networks are free from troublesome local valleys. No matter where you start in the parameter space, there's always a continuous path where the cross-entropy loss consistently decreases, approaching zero. This groundbreaking discovery means that these networks are devoid of sub-optimal strict local minima.",1
"Visual Question Answering (VQA) models have historically struggled with counting objects in natural images. We have identified that the use of soft attention in these models is a fundamental issue contributing to this difficulty. To address this problem, we propose a neural network component that enhances the robustness of counting using object proposals. Our experiments on a toy task demonstrate the effectiveness of this component, achieving state-of-the-art accuracy in the number category of the VQA v2 dataset without sacrificing performance in other categories. Remarkably, our single model outperforms ensemble models. Additionally, on a challenging balanced pair metric, our proposed component improves counting accuracy by 6.6% over a strong baseline.",1
"A significant hurdle in the exploration of generative adversarial networks is the instability encountered during training. In response, this paper introduces an innovative weight normalization method known as spectral normalization, designed to stabilize the discriminator's training process. This new technique is both computationally efficient and straightforward to integrate into current frameworks. Upon evaluating spectral normalization using the CIFAR10, STL-10, and ILSVRC2012 datasets, we have empirically validated that spectrally normalized GANs (SN-GANs) can produce images of comparable or superior quality to those created using earlier training stabilization methods.",1
"Embedding graph nodes into a vector space enables the application of machine learning techniques to tasks such as predicting node classes. However, research on node embedding algorithms remains less developed compared to natural language processing, largely due to the diverse nature of graphs. In this study, we evaluate the performance of various node embedding algorithms in relation to graph centrality measures, which describe the characteristics of different graphs. Through systematic experiments involving four node embedding algorithms, multiple centrality measures, and six datasets, our results provide insights into the properties of these algorithms. These findings can serve as a foundation for further research in the field.",1
"We present a new dataset designed to assess models' ability to understand and utilize the structure of logical expressions through an entailment prediction task. To this end, we evaluate several commonly used architectures in sequence-processing, along with a novel model class—PossibleWorldNets—which determine entailment by performing a ""convolution over possible worlds."" Our results indicate that convolutional networks have an unsuitable inductive bias for this type of problem compared to LSTM RNNs. Furthermore, tree-structured neural networks surpass LSTM RNNs due to their superior capability to leverage logical syntax, while PossibleWorldNets achieve the best performance across all benchmarks.",1
"Neural network pruning can reduce parameter counts by over 90%, decreasing storage needs and boosting inference performance without losing accuracy. However, pruned architectures are hard to train from scratch. We discover that standard pruning reveals subnetworks with initial weights that enable effective training. This leads to the ""lottery ticket hypothesis"": dense, randomly-initialized networks contain subnetworks (""winning tickets"") that, when trained alone, achieve comparable test accuracy to the original network in a similar time. Winning tickets owe their success to advantageous initial weights. We provide an algorithm to identify these tickets and present experiments showing their importance. We consistently find winning tickets less than 10-20% the size of standard architectures (MNIST, CIFAR10). Beyond this size, these tickets train faster and achieve higher test accuracy than the original network.",1
"We describe the singular values of the linear transformation linked to a standard 2D multi-channel convolutional layer, allowing for their efficient calculation. This understanding also gives rise to an algorithm for projecting a convolutional layer onto an operator-norm ball. We demonstrate that this serves as an effective regularizer; for instance, it reduces the test error of a deep residual network with batch normalization on CIFAR-10 from 6.2% to 5.3%.",1
"Despite their remarkable empirical successes, deep and locally connected nonlinear networks like deep convolutional neural networks (DCNNs) still pose significant theoretical challenges. In this paper, we introduce an innovative theoretical framework for such networks with ReLU nonlinearity. This framework captures data distribution precisely, encourages disentangled representations, and aligns seamlessly with regularization methods such as Batch Norm. Built on a teacher-student architecture, the framework expands the student's forward and backward propagation into the teacher's computational graph. Crucially, it avoids impractical assumptions like Gaussian inputs or activation independence. Our framework promises to shed light on critical practical issues in deep network theory, including overfitting, generalization, and the nature of disentangled representations.",1
"We introduce Neural Program Search, an advanced algorithm designed to generate programs from natural language descriptions and a limited set of input/output examples. This algorithm synergizes techniques from Deep Learning and Program Synthesis by devising a robust domain-specific language (DSL) and implementing an efficient search algorithm, guided by a Seq2Tree model. To assess the effectiveness of our approach, we also provide a semi-synthetic dataset comprising descriptions, test examples, and corresponding programs. Our findings demonstrate that our algorithm significantly surpasses the performance of a sequence-to-sequence model with an attention mechanism baseline.",1
"Most state-of-the-art neural machine translation systems, regardless of their architectural differences (e.g., recurrence, convolutional), share a crucial feature: Attention. However, current attention methods are primarily token-based and overlook phrasal alignments, which are essential for phrase-based statistical machine translation. This paper introduces novel phrase-based attention methods that model n-grams of tokens as attention entities. By integrating these phrase-based attentions into the Transformer network, our approach achieves improvements of 1.3 BLEU for English-to-German and 0.5 BLEU for German-to-English translation tasks on WMT newstest2014, using WMT'16 training data.",1
"Imagine a groundbreaking approach to understanding how edits work! We're unveiling a creative solution that learns to capture the essence of changes made to text or code. By cleverly pairing a ""neural editor"" with an ""edit encoder,"" our innovative models grasp the key details of an edit and apply similar changes to new content. After experimenting with natural language and code modifications, we've seen exciting results—our neural networks are picking up on the structural and meaningful aspects of edits. We believe this intriguing challenge and dataset will spark curiosity and further research in the community.",1
"We propose a kernel learning method based on a Fourier-analytic characterization of invariant kernels. Our method iteratively refines the SVM margin through feature maps and provides rigorous guarantees for optimality and generalization. Interpreted as online equilibrium dynamics in a two-player min-max game, our approach demonstrates scalability and consistent improvements on synthetic and real-world datasets, outperforming related random features methods.",1
"This paper introduces variational continual learning (VCL), an easy yet flexible method for continual learning. It combines online variational inference (VI) with recent improvements in Monte Carlo VI for neural networks. VCL can effectively train both deep discriminative and deep generative models in complex settings where tasks change or new tasks appear over time. Tests show that VCL performs better than the latest continual learning methods on various tasks and prevents forgetting old information automatically.",1
"This report serves multiple purposes. Firstly, it investigates the reproducibility of the 2018 paper, ""On the Regularization of Wasserstein GANs."" Secondly, it emphasizes the replication of five key experimental aspects from the original paper: learning speed, stability, robustness against hyperparameters, estimating the Wasserstein distance, and various sampling methods. Lastly, the report assesses which parts of the study can be reproduced and the resource costs involved. All reproduction source code is publicly available.",1
"In this paper, we introduce a novel technique for extracting features from program execution logs. Initially, we automatically identify complex patterns within a program's behavior graph. These patterns are then embedded into a continuous space using a trained autoencoder. We assess the effectiveness of the proposed features through a real-world malicious software detection task. Additionally, we discover that the embedding space reveals interpretable structures within the pattern components.",1
"Introducing a groundbreaking neural probabilistic model built on the pioneering principles of variational autoencoders! This versatile model can ingeniously condition itself on any chosen subset of observed features, then spectacularly generate the remaining features all at once, like magic. Whether dealing with real-valued or categorical features, this model handles them seamlessly. Propelled by the power of stochastic variational Bayes, its training is both sophisticated and robust. Our experimental results, spanning synthetic data, feature imputation, and image inpainting, highlight the model's remarkable effectiveness and the vibrant diversity of its generated samples.",1
"Variational Autoencoders (VAEs) were initially inspired by Kingma & Welling (2014) as probabilistic generative frameworks utilizing approximate Bayesian inference. The concept of $\beta$-VAEs introduced by Higgins et al. (2017) diverges from this original interpretation and broadens the application spectrum of VAEs to various fields such as representation learning, clustering, and lossy data compression. This is achieved through an objective function that enables users to balance the information content (""bit rate"") of the latent representation against the distortion of the reconstructed data (Alemi et al., 2018). In this study, we re-evaluate this rate/distortion trade-off in the scope of hierarchical VAEs, which incorporate multiple layers of latent variables. We recognize a general category of inference models allowing the rate to be divided into contributions from each layer, enabling individual tuning. We establish theoretical limits on the efficacy of downstream tasks based on the rates of individual layers and confirm these theoretical insights through extensive experiments. Our findings offer useful recommendations for practitioners on selecting the optimal rate-space region for specific applications.",1
"Exploring the intricate landscapes of adversarial examples reveals much about the resilience of deep neural networks (DNNs) against subtle perturbations. In a groundbreaking study, Ma et al. (ICLR 2018) introduced the concept of local intrinsic dimensionality (LID) within layer-wise hidden representations of DNNs to delve into these adversarial realms. Demonstrating prowess, LID effectively mapped the subspaces influenced by various attack strategies, such as the Carlini and Wagner (C&W) attack and the fast gradient sign attack.

Venturing further, this paper presents novel experimental insights using the MNIST and CIFAR-10 datasets, exposing some limitations of LID in portraying adversarial subspaces. These explorations focus on two previously uncharted territories in LID analysis: (i) oblivious attacks intertwined with varying confidence levels of adversarial examples and (ii) the nuances of black-box transfer attacks.

Regarding (i), our findings reveal that the efficacy of LID is remarkably sensitive to the attack’s confidence parameter. Surprisingly, when adversarial examples with mixed confidence levels are analyzed, LID underperforms. In the case of (ii), we observe that adversarial examples generated from alternative DNN models elude effective characterization by LID.

Collectively, these discoveries underscore significant constraints in LID's ability to map out adversarial subspaces, suggesting that its application might be more limited than previously anticipated.",1
"Generative adversarial networks (GANs) are a buzzword in the generative modeling field, renowned for their ability to create strikingly realistic samples. Despite their potential, they present a notorious challenge: they’re a bear to train. The regular approach has been to tweak the GAN objective in various innovative ways, but surprisingly little attention has been paid to optimizing the adversarial training itself. Our research reinterprets GAN optimization problems through the lens of variational inequalities. By diving into mathematical programming, we debunk some myths about the challenges of saddle point optimization. We suggest enhancing GAN training by adapting methods from the variational inequalities domain. Specifically, we bring averaging, extrapolation, and a less resource-intensive adaptation called extrapolation from the past, to both SGD and Adam optimization techniques.",1
"Neural message passing algorithms for semi-supervised classification on graphs have recently revolutionized the field. Yet, their limitation lies in considering only a small, difficult-to-expand neighborhood for node classification. Our breakthrough research addresses this constraint by leveraging the relationship between graph convolutional networks (GCNs) and PageRank to create a superior propagation scheme based on personalized PageRank. This innovative approach forms the basis of our simple yet powerful model, personalized propagation of neural predictions (PPNP), and its efficient variant, APPNP. Remarkably, our model boasts training times that are on par with or faster than existing models, with a comparable or even lower number of parameters. By harnessing a significantly larger, adjustable neighborhood for classification, our model seamlessly integrates with any neural network. Extensive studies demonstrate that our model consistently outperforms recently proposed methods for semi-supervised classification, establishing a new benchmark in the field. Our implementation is readily accessible online.",1
"In our research, we uncover the phenomenon of obfuscated gradients, a type of gradient masking, which can lead to a misleading perception of security in defense mechanisms against adversarial examples. Defenses that create obfuscated gradients may seem effective against iterative optimization-based attacks at first glance, but further investigation reveals that these defenses can be bypassed. We document the characteristic behaviors of defenses that exhibit this phenomenon and classify three types of obfuscated gradients. For each type, we develop specific attack techniques to overcome the defense. In a case study focused on non-certified white-box-secure defenses presented at the ICLR 2018 conference, we observe that obfuscated gradients are prevalent, with 7 out of 9 defenses relying on this effect. Our newly devised attack strategies successfully defeat 6 defenses entirely and partially undermine 1, all within the original threat models proposed in the respective papers.",1
"Techniques for learning node representations in graphs are pivotal in network analysis as they facilitate various downstream tasks. We introduce Graph2Gauss, an efficient method for learning flexible node embeddings on large-scale (attributed) graphs, demonstrating robust performance in tasks such as link prediction and node classification. Unlike most methods that represent nodes as point vectors in a low-dimensional space, we represent each node as a Gaussian distribution, thus capturing representation uncertainty. Additionally, we present an unsupervised method suitable for inductive learning scenarios across diverse graph types: plain/attributed and directed/undirected. By integrating both network structure and node attributes, we can generalize to unseen nodes without requiring extra training. To learn embeddings, we use a personalized ranking approach concerning node distances that takes advantage of the inherent ordering imposed by the network structure. Our experiments on real-world networks highlight the superior performance of our method, surpassing state-of-the-art network embedding techniques across various tasks. Moreover, modeling uncertainty provides additional insights by allowing us to estimate neighborhood diversity and identify the inherent latent dimensionality of a graph.",1
"Convolutional Neural Networks (CNNs) have become the preferred approach for solving problems involving 2D planar images. However, recent advancements have highlighted the need for models capable of analyzing spherical images. Such applications include omnidirectional vision for drones, robots, and autonomous vehicles, as well as molecular regression issues and global weather and climate modeling. A straightforward application of convolutional networks to a planar projection of a spherical signal is likely to fail due to space-varying distortions introduced by the projection, which render translational weight sharing ineffective.

In this paper, we introduce essential components for constructing spherical CNNs. We propose a definition for spherical cross-correlation that is both expressive and rotation-equivariant. This spherical correlation adheres to a generalized Fourier theorem, enabling efficient computation using a generalized (non-commutative) Fast Fourier Transform (FFT) algorithm. We demonstrate the computational efficiency, numerical accuracy, and effectiveness of spherical CNNs in 3D model recognition and atomization energy regression tasks.",1
"This paper demonstrates the direct application of natural language processing (NLP) techniques to classification problems in cheminformatics. By examining the standard textual representation of compounds known as SMILES, the connection between these seemingly distinct fields is established. The study focuses on predicting compound activity against a target protein, a critical component of computer-aided drug design. The experiments reveal that this approach not only surpasses the performance of traditional handcrafted representations but also provides clear structural insights into decision-making processes.",1
"Integrating Computer Vision and Deep Learning into agriculture seeks to boost harvest quality and farmer productivity. Postharvest, the sorting of fruits and vegetables influences both the export market and quality assessments. Apples, specifically, are vulnerable to numerous defects during and after harvesting. This paper investigates whether advanced computer vision and deep learning techniques, like YOLOv3 (Redmon & Farhadi, 2018), can assist farmers in identifying defect-free apples from those with imperfections, thereby improving post-harvest handling.",1
"We offer two straightforward techniques to decrease the number of parameters and speed up the training process of large Long Short-Term Memory (LSTM) networks: the first technique involves ""matrix factorization by design,"" which breaks down the LSTM matrix into the product of two smaller matrices, and the second technique entails partitioning the LSTM matrix along with its inputs and states into independent groups. Both methods enable us to train large LSTM networks much faster, achieving nearly state-of-the-art perplexity while utilizing significantly fewer parameters.",1
"Cutting-edge models for deep reading comprehension are primarily led by recurrent neural networks (RNNs). Due to their inherently sequential processing ability, RNNs are well-suited for interpreting language. However, this sequential nature restricts parallel processing within a single instance, often creating a significant bottleneck when deploying these models in situations where low latency is critical. This limitation is especially pronounced when dealing with longer texts.

In this paper, we introduce a convolutional architecture as an alternative approach to these recurrent architectures. By replacing the recurrent units with straightforward dilated convolutional units, we are able to achieve performance levels on par with the state-of-the-art across two question answering benchmarks. Moreover, this convolutional approach yields substantial improvements in speed, offering up to two orders of magnitude faster processing times for question answering tasks.",1
"In this study, we examine the reinstatement mechanism proposed by Ritter et al. (2018) and identify two types of neurons that develop in the agent's working memory (an epLSTM cell) when it undergoes episodic meta-RL training on an episodic form of the Harlow visual fixation task. The Abstract neurons store knowledge common across various tasks, while the Episodic neurons hold information pertinent to the task of a particular episode.",1
"The concept of the rate-distortion-perception function (RDPF), introduced by Blau and Michaeli in 2019, has become an invaluable framework for analyzing the balance between realism and distortion in lossy compression. While the rate-distortion function is well-understood, the existence of encoders and decoders that can match the rates predicted by the RDPF has remained a mystery. Leveraging findings from Li and El Gamal in 2018, we demonstrate that it is indeed possible to achieve the RDPF using stochastic, variable-length codes. Moreover, we establish that for these types of codes, the RDPF sets a lower bound on the achievable rate, pushing the boundaries of what we know about efficient data compression and perception.",1
"Hey there! In this paper, we introduce Neural Phrase-based Machine Translation (NPMT). Our approach specifically models phrase structures in output sequences using Sleep-WAke Networks (SWAN), a cool new segmentation-based sequence modeling method. To get around SWAN's strict alignment rules, we added a new layer that allows for (soft) local reordering of input sequences. Unlike other neural machine translation (NMT) methods, NPMT skips the attention-based decoding and instead outputs phrases in a straightforward order, which makes decoding faster. Our tests show that NPMT knocks it out of the park on IWSLT 2014 German-English/English-German and IWSLT 2015 English-Vietnamese translation tasks, beating strong NMT benchmarks. Plus, we noticed our method produces meaningful phrases in the output languages.",1
"It is well-established that minor adversarial perturbations can cause classification errors in deep neural networks (DNNs). This paper argues that sparse representations of input data are essential for mitigating such attacks. For linear classifiers, we demonstrate that a sparsifying front end is provably effective against $\ell_{\infty}$-bounded attacks, reducing output distortion induced by the attack by a factor of approximately $K / N$, where $N$ represents the data dimension and $K$ denotes the sparsity level. We extend this approach to DNNs by proposing a ""locally linear"" model that serves as a theoretical basis for developing both attacks and defenses. Experimental results on the MNIST dataset validate the effectiveness of the proposed sparsifying front end.",1
"Get ready for a game-changer in deep reinforcement learning! We're excited to introduce Supervised Policy Update (SPU), a revolutionary sample-efficient methodology. Starting with data from the current policy, SPU tackles a constrained optimization problem in the non-parameterized proximal policy space. Through supervised regression, it then transforms this optimal non-parameterized policy into a parameterized policy, generating new samples. This versatile method works wonders in both discrete and continuous action spaces, and skillfully handles various proximity constraints for the non-parameterized optimization problem. Imagine addressing Natural Policy Gradient, Trust Region Policy Optimization (NPG/TRPO), and Proximal Policy Optimization (PPO) problems effortlessly with SPU. Plus, SPU’s implementation is far simpler than TRPO. Our extensive experiments reveal SPU's superior sample efficiency, outperforming TRPO in Mujoco's simulated robotic tasks and PPO in challenging Atari video game tasks. Get ready to take your deep reinforcement learning to the next level with SPU!",1
"Introducing Moving Symbols, a parameterized synthetic dataset crafted for objective analysis of video prediction networks. By utilizing various controlled variations of the dataset, we expose limitations in a state-of-the-art approach and recommend a more semantically meaningful performance metric to enhance experimental clarity. Our dataset offers standard test cases that will enable the research community to better understand and refine the learned representations of these networks. Access the code at https://github.com/rszeto/moving-symbols.",1
"Okay, here's a more relatable version of that text:

""Ever wondered how to get your image recognition project running on multiple GPUs?  We built a version of AlexNet (a powerful image recognition model) using a tool called Theano, and figured out how to split the work across multiple GPUs without too much hassle.  Turns out, running our code on 2 GPUs is about as fast as the popular Caffe library running on a single, super-powered GPU.  Oh, and as far as we know, this is the first time anyone's shared the code for an AlexNet implementation in Python!  "" 
",1
